X,Y,objectid,cod_seg_pr,cod_via,cod_pr,distancia,lado,material,fecha_inst,leyen_front,estado,observacion,lat,lon,alt,key,fuente,fecha_fuente,fecha_act
-71.221321324792342,6.820180094410193,4869,660589,6605,89,972,1,1,,89/66 05,1,0,6.82018009,-71.22132133,144.7286,,IGAC (Contrato 2932/2008),2008-01-01T00:00:00.000Z,2011-01-01T00:00:00.000Z
-71.20467628638265,6.814203627857078,4870,660591,6605,91,1000,1,1,,91/66 05,1,0,6.81420363,-71.20467629,145.0116,,IGAC (Contrato 2932/2008),2008-01-01T00:00:00.000Z,2011-01-01T00:00:00.000Z
-74.933193203252003,8.549602131102928,4871,740429,7404,29,0,1,1,, ,0, ,8.54960213,-74.9331932,18.7,,IGAC (Contrato 2932/2008),2008-01-01T00:00:00.000Z,2011-01-01T00:00:00.000Z
-74.944734707716691,8.561877002791693,4872,740427,7404,27,0,1,1,, ,0, ,8.561877,-74.94473471,20,,IGAC (Contrato 2932/2008),2008-01-01T00:00:00.000Z,2011-01-01T00:00:00.000Z
-74.956407916880167,8.573716058119166,4873,740425,7404,25,0,1,1,, ,0, ,8.57371606,-74.95640792,18.9,,IGAC (Contrato 2932/2008),2008-01-01T00:00:00.000Z,2011-01-01T00:00:00.000Z
-74.965444629973533,8.588205141915498,4874,740423,7404,23,0,1,1,, ,0, ,8.58820514,-74.96544463,20.8,,IGAC (Contrato 2932/2008),2008-01-01T00:00:00.000Z,2011-01-01T00:00:00.000Z
-74.969427591958379,8.605448445042359,4875,740421,7404,21,0,1,1,, ,0, ,8.60544845,-74.96942759,19.2,,IGAC (Contrato 2932/2008),2008-01-01T00:00:00.000Z,2011-01-01T00:00:00.000Z
-74.970848701585012,8.620283597357579,4876,740419,7404,19,0,1,1,, ,0, ,8.6202836,-74.9708487,19.3,,IGAC (Contrato 2932/2008),2008-01-01T00:00:00.000Z,2011-01-01T00:00:00.000Z
-74.982653388173475,8.631998955997522,4877,740417,7404,17,1000,1,1,2009-06-01T00:00:00.000Z,17          7404,1, ,8.63199896,-74.98265339,19.1,,IGAC (Contrato 2932/2008),2008-01-01T00:00:00.000Z,2011-01-01T00:00:00.000Z
-75.07477482824585,8.639264439872468,4878,74043,7404,3,1000,1,1,2009-06-01T00:00:00.000Z,3          7404,1, ,8.63926444,-75.07477483,21.6,,IGAC (Contrato 2932/2008),2008-01-01T00:00:00.000Z,2011-01-01T00:00:00.000Z
-74.996231306013641,8.642604463627638,4879,740415,7404,15,1000,1,1,2009-06-01T00:00:00.000Z,15         7404,1, ,8.64260446,-74.99623131,19.5,,IGAC (Contrato 2932/2008),2008-01-01T00:00:00.000Z,2011-01-01T00:00:00.000Z
-75.017379743571368,8.644122176892436,4880,740411,7404,11,1000,1,1,2009-06-01T00:00:00.000Z,11          7404,1, ,8.64412218,-75.01737974,19.9,,IGAC (Contrato 2932/2008),2008-01-01T00:00:00.000Z,2011-01-01T00:00:00.000Z
-75.060276031238246,8.644711480883137,4881,74045,7404,5,1000,1,1,2009-06-01T00:00:00.000Z,5          7404,1, ,8.64471148,-75.06027603,20,,IGAC (Contrato 2932/2008),2008-01-01T00:00:00.000Z,2011-01-01T00:00:00.000Z
-75.091401125103744,8.645733225039708,4882,74041,7404,1,1000,1,1,2009-06-01T00:00:00.000Z,1          7404,1, ,8.64573323,-75.09140112,20.7,,IGAC (Contrato 2932/2008),2008-01-01T00:00:00.000Z,2011-01-01T00:00:00.000Z
-75.033055706401996,8.649673660878248,4883,74049,7404,9,1000,1,1,2009-06-01T00:00:00.000Z,9          7404,1, ,8.64967366,-75.03305571,20.7,,IGAC (Contrato 2932/2008),2008-01-01T00:00:00.000Z,2011-01-01T00:00:00.000Z
-75.004485281067346,8.656053610873526,4884,740413,7404,13,1000,1,1,2009-06-01T00:00:00.000Z,13          7404,1, ,8.65605361,-75.00448528,22.4,,IGAC (Contrato 2932/2008),2008-01-01T00:00:00.000Z,2011-01-01T00:00:00.000Z
-75.047636166557126,8.657215750218375,4885,74047,7404,7,1000,1,1,2009-06-01T00:00:00.000Z,7         7404,1, ,8.65721575,-75.04763617,19.5,,IGAC (Contrato 2932/2008),2008-01-01T00:00:00.000Z,2011-01-01T00:00:00.000Z
-75.630098152665298,9.297039865763145,4886,90SC0216,90SC02,16,760,2,1,,16          90SC02,1, ,9.29703987,-75.63009815,49.588,,IGAC (Contrato 2932/2008),2008-01-01T00:00:00.000Z,2011-01-01T00:00:00.000Z
-75.629361705710522,9.303583003010587,4887,90SC0215,90SC02,15,995,1,1,,15         90SC02,1, ,9.303583,-75.62936171,50.331,,IGAC (Contrato 2932/2008),2008-01-01T00:00:00.000Z,2011-01-01T00:00:00.000Z
-75.634479724989447,9.309960123360346,4888,90SC0214,90SC02,14,1002,2,1,,14          90SC02,1, ,9.30996012,-75.63447972,61.261,,IGAC (Contrato 2932/2008),2008-01-01T00:00:00.000Z,2011-01-01T00:00:00.000Z
-75.638495034409345,9.318047626960485,4889,90SC0213,90SC02,13,962,1,1,,13          90SC02,1, ,9.31804763,-75.63849503,56.196,,IGAC (Contrato 2932/2008),2008-01-01T00:00:00.000Z,2011-01-01T00:00:00.000Z
-75.642384179939171,9.324650338907103,4890,90SC0212,90SC02,12,1024,2,1,,12          90SC02,1, ,9.32465034,-75.64238418,53.024,,IGAC (Contrato 2932/2008),2008-01-01T00:00:00.000Z,2011-01-01T00:00:00.000Z
-75.649496292062182,9.330238597001467,4891,90SC0211,90SC02,11,998,1,1,,11          90SC02,1, ,9.3302386,-75.64949629,39.616,,IGAC (Contrato 2932/2008),2008-01-01T00:00:00.000Z,2011-01-01T00:00:00.000Z
-75.657627947116922,9.333792553123152,4892,90SC0210,90SC02,10,993,2,1,,10          90SC02,1, ,9.33379255,-75.65762795,52.78,,IGAC (Contrato 2932/2008),2008-01-01T00:00:00.000Z,2011-01-01T00:00:00.000Z
-75.666409745282124,9.334179024835185,4893,90SC029,90SC02,9,1002,1,1,,9          90SC02,1, ,9.33417903,-75.66640975,64.91,,IGAC (Contrato 2932/2008),2008-01-01T00:00:00.000Z,2011-01-01T00:00:00.000Z
-75.674113686378959,9.337202024931882,4894,90SC028,90SC02,8,996,2,1,,8          90SC02,1, ,9.33720203,-75.67411369,60.932,,IGAC (Contrato 2932/2008),2008-01-01T00:00:00.000Z,2011-01-01T00:00:00.000Z
-75.679080355702183,9.343740199989929,4895,90SC027,90SC02,7,993,1,1,,7          90SC02,1, ,9.3437402,-75.67908036,45.71,,IGAC (Contrato 2932/2008),2008-01-01T00:00:00.000Z,2011-01-01T00:00:00.000Z
-72.241029064120767,5.476221582985568,4896,651328,6513,28,0,2,1,, ,0,0,5.47622158,-72.24102906,250.612,,IGAC (Contrato 2932/2008),2008-01-01T00:00:00.000Z,2011-01-01T00:00:00.000Z
-72.230757445091129,5.490828916938807,4897,651330,6513,30,0,2,1,, ,0,0,5.49082892,-72.23075744,255.317,,IGAC (Contrato 2932/2008),2008-01-01T00:00:00.000Z,2011-01-01T00:00:00.000Z
-72.22244928096454,5.506471516909907,4898,651332,6513,32,0,2,1,, ,0,0,5.50647152,-72.22244928,247.46,,IGAC (Contrato 2932/2008),2008-01-01T00:00:00.000Z,2011-01-01T00:00:00.000Z
-72.212285428327988,5.520676286335759,4899,651334,6513,34,0,2,1,, ,0,0,5.52067629,-72.21228543,263.065,,IGAC (Contrato 2932/2008),2008-01-01T00:00:00.000Z,2011-01-01T00:00:00.000Z
-72.198820089155845,5.531857913615021,4900,651336,6513,36,0,2,1,, ,0,0,5.53185791,-72.19882009,280.8,,IGAC (Contrato 2932/2008),2008-01-01T00:00:00.000Z,2011-01-01T00:00:00.000Z
-72.082454177780505,5.66930919372646,4901,651358,6513,58,0,2,1,, ,0,0,5.66930919,-72.08245418,301.811,,IGAC (Contrato 2932/2008),2008-01-01T00:00:00.000Z,2011-01-01T00:00:00.000Z
-72.1630448248996,5.565805702844012,4902,651342,6513,42,0,2,1,, ,0,0,5.5658057,-72.16304483,261.066,,IGAC (Contrato 2932/2008),2008-01-01T00:00:00.000Z,2011-01-01T00:00:00.000Z
-72.148400755039219,5.57550141683017,4903,651344,6513,44,0,2,1,, ,0,0,5.57550142,-72.14840076,273.239,,IGAC (Contrato 2932/2008),2008-01-01T00:00:00.000Z,2011-01-01T00:00:00.000Z
-72.137204533325317,5.588396418554522,4904,651346,6513,46,0,2,1,, ,0,0,5.58839642,-72.13720453,272.304,,IGAC (Contrato 2932/2008),2008-01-01T00:00:00.000Z,2011-01-01T00:00:00.000Z
-72.122654041866397,5.597886295397001,4905,651348,6513,48,0,2,1,, ,0,0,5.5978863,-72.12265404,265.614,,IGAC (Contrato 2932/2008),2008-01-01T00:00:00.000Z,2011-01-01T00:00:00.000Z
-72.111479185683208,5.611755499859765,4906,651350,6513,50,0,2,1,, ,0,0,5.6117555,-72.11147919,256.764,,IGAC (Contrato 2932/2008),2008-01-01T00:00:00.000Z,2011-01-01T00:00:00.000Z
-72.101347725397474,5.626098128372146,4907,651352,6513,52,0,2,1,, ,0,0,5.62609813,-72.10134773,286.91,,IGAC (Contrato 2932/2008),2008-01-01T00:00:00.000Z,2011-01-01T00:00:00.000Z
-72.092162849571025,5.640435035835508,4908,651354,6513,54,0,2,1,, ,0,0,5.64043504,-72.09216285,291.988,,IGAC (Contrato 2932/2008),2008-01-01T00:00:00.000Z,2011-01-01T00:00:00.000Z
-72.085510683856626,5.656695703233186,4909,651356,6513,56,0,2,1,, ,0,0,5.6566957,-72.08551068,300.158,,IGAC (Contrato 2932/2008),2008-01-01T00:00:00.000Z,2011-01-01T00:00:00.000Z
-72.064866447311658,5.667233305413315,4910,651360,6513,60,0,2,1,, ,0,0,5.66723331,-72.06486645,285.345,,IGAC (Contrato 2932/2008),2008-01-01T00:00:00.000Z,2011-01-01T00:00:00.000Z
-72.175237456130034,5.554778987811976,4911,651340,6513,40,0,2,1,, ,0,0,5.55477899,-72.17523746,276.668,,IGAC (Contrato 2932/2008),2008-01-01T00:00:00.000Z,2011-01-01T00:00:00.000Z
-72.053734569226606,5.680500202000101,4912,651362,6513,62,0,2,1,, ,0,0,5.6805002,-72.05373457,277.461,,IGAC (Contrato 2932/2008),2008-01-01T00:00:00.000Z,2011-01-01T00:00:00.000Z
-72.044118918882077,5.695744214187997,4913,651364,6513,64,0,2,1,, ,0,0,5.69574421,-72.04411892,288.447,,IGAC (Contrato 2932/2008),2008-01-01T00:00:00.000Z,2011-01-01T00:00:00.000Z
-72.033414178036551,5.706626066218149,4914,651366,6513,66,0,2,1,, ,0,0,5.70662607,-72.03341418,296.875,,IGAC (Contrato 2932/2008),2008-01-01T00:00:00.000Z,2011-01-01T00:00:00.000Z
-72.018883993892914,5.717109166962448,4915,651368,6513,68,0,2,1,, ,0,0,5.71710917,-72.01888399,293.569,,IGAC (Contrato 2932/2008),2008-01-01T00:00:00.000Z,2011-01-01T00:00:00.000Z
-72.004032811155568,5.727212831299446,4916,651370,6513,70,0,2,1,, ,0,0,5.72721283,-72.00403281,291.656,,IGAC (Contrato 2932/2008),2008-01-01T00:00:00.000Z,2011-01-01T00:00:00.000Z
-71.990094007726427,5.738328446606876,4917,651372,6513,72,0,2,1,, ,0,0,5.73832845,-71.99009401,293.413,,IGAC (Contrato 2932/2008),2008-01-01T00:00:00.000Z,2011-01-01T00:00:00.000Z
-71.978717249793235,5.752334202608932,4918,651374,6513,74,0,2,1,, ,0,0,5.7523342,-71.97871725,317.69,,IGAC (Contrato 2932/2008),2008-01-01T00:00:00.000Z,2011-01-01T00:00:00.000Z
-71.967184524563805,5.76617407504442,4919,651376,6513,76,0,2,1,, ,0,0,5.76617408,-71.96718452,315.704,,IGAC (Contrato 2932/2008),2008-01-01T00:00:00.000Z,2011-01-01T00:00:00.000Z
-71.954479186173188,5.778844667440576,4920,651378,6513,78,0,2,1,, ,0,0,5.77884467,-71.95447919,308.215,,IGAC (Contrato 2932/2008),2008-01-01T00:00:00.000Z,2011-01-01T00:00:00.000Z
-71.942105155442491,5.792055444023313,4921,651380,6513,80,0,2,1,, ,0,0,5.79205544,-71.94210516,304.237,,IGAC (Contrato 2932/2008),2008-01-01T00:00:00.000Z,2011-01-01T00:00:00.000Z
-71.932625521710079,5.807529318731624,4922,651382,6513,82,0,2,1,, ,0,0,5.80752932,-71.93262552,296.786,,IGAC (Contrato 2932/2008),2008-01-01T00:00:00.000Z,2011-01-01T00:00:00.000Z
-71.927424043551355,5.824467258727575,4923,651384,6513,84,0,2,1,, ,0,0,5.82446726,-71.92742404,293.79,,IGAC (Contrato 2932/2008),2008-01-01T00:00:00.000Z,2011-01-01T00:00:00.000Z
-75.663574399937389,1.561025586261301,4924,650251,6502,51,939,1,1,, ,1,0,1.56102559,-75.6635744,278.8,,IGAC (Contrato 2932/2008),2008-01-01T00:00:00.000Z,2011-01-01T00:00:00.000Z
-75.655864861438033,1.564248494702427,4925,650252,6502,52,1089,2,1,, ,1,0,1.5642485,-75.65586486,276.4,,IGAC (Contrato 2932/2008),2008-01-01T00:00:00.000Z,2011-01-01T00:00:00.000Z
-75.650149500224401,1.572022028251337,4926,650253,6502,53,1024,1,1,, ,1,0,1.57202203,-75.6501495,273.7,,IGAC (Contrato 2932/2008),2008-01-01T00:00:00.000Z,2011-01-01T00:00:00.000Z
-75.64514447643181,1.579696571647604,4927,650254,6502,54,1004,2,1,, ,1,0,1.57969657,-75.64514448,276.3,,IGAC (Contrato 2932/2008),2008-01-01T00:00:00.000Z,2011-01-01T00:00:00.000Z
-75.645646163958418,1.58831649142609,4928,650255,6502,55,1031,1,1,, ,1,0,1.58831649,-75.64564616,290.6,,IGAC (Contrato 2932/2008),2008-01-01T00:00:00.000Z,2011-01-01T00:00:00.000Z
-75.642980175299257,1.59695065829882,4929,650256,6502,56,1014,2,1,, ,1,0,1.59695066,-75.64298017,293.6,,IGAC (Contrato 2932/2008),2008-01-01T00:00:00.000Z,2011-01-01T00:00:00.000Z
-75.939023600086387,1.347785816867558,4930,65026,6502,6,1003,2,1,, ,1,0,1.34778582,-75.9390236,327.1,,IGAC (Contrato 2932/2008),2008-01-01T00:00:00.000Z,2011-01-01T00:00:00.000Z
-75.933362928307247,1.353854180178667,4931,65027,6502,7,969,1,1,, ,1,0,1.35385418,-75.93336293,298.5,,IGAC (Contrato 2932/2008),2008-01-01T00:00:00.000Z,2011-01-01T00:00:00.000Z
-75.925386912663683,1.357092588770041,4932,65028,6502,8,1013,2,1,, ,1,0,1.35709259,-75.92538691,297,,IGAC (Contrato 2932/2008),2008-01-01T00:00:00.000Z,2011-01-01T00:00:00.000Z
-75.918203300033952,1.362601914424581,4933,65029,6502,9,1020,1,1,, ,1,0,1.36260191,-75.9182033,294.7,,IGAC (Contrato 2932/2008),2008-01-01T00:00:00.000Z,2011-01-01T00:00:00.000Z
-75.469430083915185,1.516237826577678,4934,650321,6503,21,1006,1,1,1995-01-01T00:00:00.000Z,(21) (6503),1,0,1.51623783,-75.46943008,230.341,,IGAC (Contrato 2932/2008),2008-01-01T00:00:00.000Z,2011-01-01T00:00:00.000Z
-75.464386254698937,1.508712744110339,4935,650322,6503,22,1002,2,1,1995-01-01T00:00:00.000Z,(22) (6503),1,0,1.50871274,-75.46438626,233.084,,IGAC (Contrato 2932/2008),2008-01-01T00:00:00.000Z,2011-01-01T00:00:00.000Z
-75.45674721418645,1.504689266391924,4936,650323,6503,23,1010,1,1,1995-01-01T00:00:00.000Z,(23) (6503),1,0,1.50468927,-75.45674721,238.886,,IGAC (Contrato 2932/2008),2008-01-01T00:00:00.000Z,2011-01-01T00:00:00.000Z
-75.45333660659837,1.497681052994134,4937,650324,6503,24,1007,2,1,1995-01-01T00:00:00.000Z,(24) (6503),1,0,1.49768105,-75.45333661,235.469,,IGAC (Contrato 2932/2008),2008-01-01T00:00:00.000Z,2011-01-01T00:00:00.000Z
-75.447612969206048,1.491958694412097,4938,650325,6503,25,990,1,1,1995-01-01T00:00:00.000Z,(25) (6503),1,0,1.49195869,-75.44761297,252.109,,IGAC (Contrato 2932/2008),2008-01-01T00:00:00.000Z,2011-01-01T00:00:00.000Z
-75.441086069066444,1.4866954408586,4939,650326,6503,26,1014,2,1,1995-01-01T00:00:00.000Z,(26) (6503),1,0,1.48669544,-75.44108607,252.049,,IGAC (Contrato 2932/2008),2008-01-01T00:00:00.000Z,2011-01-01T00:00:00.000Z
-75.435311542113254,1.480036214447296,4940,650327,6503,27,959,1,1,1995-01-01T00:00:00.000Z,(27) (6503),1,0,1.48003621,-75.43531154,238.509,,IGAC (Contrato 2932/2008),2008-01-01T00:00:00.000Z,2011-01-01T00:00:00.000Z
-75.429368710401704,1.473907069066331,4941,650328,6503,28,1019,2,1,1995-01-01T00:00:00.000Z,(28) (6503),1,0,1.47390707,-75.42936871,239.584,,IGAC (Contrato 2932/2008),2008-01-01T00:00:00.000Z,2011-01-01T00:00:00.000Z
-75.420771851997301,1.471421836796894,4942,650329,6503,29,1028,1,1,1995-01-01T00:00:00.000Z,(29) (6503),1,0,1.47142184,-75.42077185,283.123,,IGAC (Contrato 2932/2008),2008-01-01T00:00:00.000Z,2011-01-01T00:00:00.000Z
-75.411632516264177,1.471145809065857,4943,650330,6503,30,1001,2,1,1995-01-01T00:00:00.000Z,(30) (6503),1,0,1.47114581,-75.41163252,325.113,,IGAC (Contrato 2932/2008),2008-01-01T00:00:00.000Z,2011-01-01T00:00:00.000Z
-75.406007515686682,1.464641638837578,4944,650331,6503,31,976,1,1,1995-01-01T00:00:00.000Z,(31) (6503),1,0,1.46464164,-75.40600752,312.083,,IGAC (Contrato 2932/2008),2008-01-01T00:00:00.000Z,2011-01-01T00:00:00.000Z
-75.399871371915879,1.460628222285151,4945,650332,6503,32,1007,2,1,1995-01-01T00:00:00.000Z,(32) (6503),1,0,1.46062822,-75.39987137,286.386,,IGAC (Contrato 2932/2008),2008-01-01T00:00:00.000Z,2011-01-01T00:00:00.000Z
-75.391714830832811,1.464214610575084,4946,650333,6503,33,1005,1,1,1995-01-01T00:00:00.000Z,(33) (6503),1,0,1.46421461,-75.39171483,270.084,,IGAC (Contrato 2932/2008),2008-01-01T00:00:00.000Z,2011-01-01T00:00:00.000Z
-75.387539726395218,1.471970917020084,4947,650334,6503,34,998,2,1,1995-01-01T00:00:00.000Z,(34) (6503),1,0,1.47197092,-75.38753973,275.767,,IGAC (Contrato 2932/2008),2008-01-01T00:00:00.000Z,2011-01-01T00:00:00.000Z
-75.380804040715603,1.477721319420581,4948,650335,6503,35,1008,1,1,1995-01-01T00:00:00.000Z,(35) (6503),1,0,1.47772132,-75.38080404,286.751,,IGAC (Contrato 2932/2008),2008-01-01T00:00:00.000Z,2011-01-01T00:00:00.000Z
-75.372839221673757,1.481842441864186,4949,650336,6503,36,973,2,1,1995-01-01T00:00:00.000Z,(36) (6503),1,0,1.48184244,-75.37283922,273.848,,IGAC (Contrato 2932/2008),2008-01-01T00:00:00.000Z,2011-01-01T00:00:00.000Z
-71.187251787885785,6.810195402556525,4950,660593,6605,93,1008,1,1,,93/66 05,1,0,6.8101954,-71.18725179,146.2366,,IGAC (Contrato 2932/2008),2008-01-01T00:00:00.000Z,2011-01-01T00:00:00.000Z
-71.170468450244854,6.811267816567549,4951,660595,6605,95,996,1,1,,95/66 05,1,0,6.81126782,-71.17046845,144.8816,,IGAC (Contrato 2932/2008),2008-01-01T00:00:00.000Z,2011-01-01T00:00:00.000Z
-71.153654846565388,6.811835922344853,4952,660597,6605,97,986,1,1,,97/66 05,1,0,6.81183592,-71.15365485,143.0886,,IGAC (Contrato 2932/2008),2008-01-01T00:00:00.000Z,2011-01-01T00:00:00.000Z
-71.137066385848911,6.805862575438505,4953,660599,6605,99,970,1,1,,99/66 05,1,0,6.80586258,-71.13706639,141.9756,,IGAC (Contrato 2932/2008),2008-01-01T00:00:00.000Z,2011-01-01T00:00:00.000Z
-71.103513089176587,6.793886514160207,4954,6605103,6605,103,970,1,1,,103/66 05,1,0,6.79388651,-71.10351309,139.9876,,IGAC (Contrato 2932/2008),2008-01-01T00:00:00.000Z,2011-01-01T00:00:00.000Z
-71.086208881384465,6.791554538817817,4955,6605105,6605,105,952,1,1,,105/66 05,1,0,6.79155454,-71.08620888,137.1286,,IGAC (Contrato 2932/2008),2008-01-01T00:00:00.000Z,2011-01-01T00:00:00.000Z
-71.068248586329645,6.791301138726039,4956,6605107,6605,107,610,1,1,,107/66 05,1,0,6.79130114,-71.06824859,135.1176,,IGAC (Contrato 2932/2008),2008-01-01T00:00:00.000Z,2011-01-01T00:00:00.000Z
-71.048979722586964,6.789750093762919,4957,6605109,6605,109,1000,1,1,,109/66 05,1,0,6.78975009,-71.04897972,136.0926,,IGAC (Contrato 2932/2008),2008-01-01T00:00:00.000Z,2011-01-01T00:00:00.000Z
-71.032247138861266,6.788389525282576,4958,6605111,6605,111,988,1,1,,111/66 05,1,0,6.78838953,-71.03224714,134.7556,,IGAC (Contrato 2932/2008),2008-01-01T00:00:00.000Z,2011-01-01T00:00:00.000Z
-71.015886866396656,6.783051903054115,4959,6605113,6605,113,985,1,1,,113/66 05,1,0,6.7830519,-71.01588687,133.2586,,IGAC (Contrato 2932/2008),2008-01-01T00:00:00.000Z,2011-01-01T00:00:00.000Z
-70.998897022241579,6.788532222213378,4960,6605115,6605,115,993,1,1,,115/66 05,1,0,6.78853222,-70.99889702,132.8266,,IGAC (Contrato 2932/2008),2008-01-01T00:00:00.000Z,2011-01-01T00:00:00.000Z
-70.981512600284489,6.792436136425744,4961,6605117,6605,117,993,1,1,,117/66 05,1,0,6.79243614,-70.9815126,132.9846,,IGAC (Contrato 2932/2008),2008-01-01T00:00:00.000Z,2011-01-01T00:00:00.000Z
-70.964345685610482,6.790270496878525,4962,6605119,6605,119,950,1,1,,119/66 05,1,0,6.7902705,-70.96434569,131.4516,,IGAC (Contrato 2932/2008),2008-01-01T00:00:00.000Z,2011-01-01T00:00:00.000Z
-70.947426541563217,6.783820394850459,4963,6605121,6605,121,1005,1,1,,121/66 05,1,0,6.7838204,-70.94742654,130.9166,,IGAC (Contrato 2932/2008),2008-01-01T00:00:00.000Z,2011-01-01T00:00:00.000Z
-72.901023807866395,4.885734427617285,4964,65120,6512,0,1040,1,1,2006-10-01T00:00:00.000Z,0/6512,1,0,4.88573443,-72.90102381,416.3986,,IGAC (Contrato 2932/2008),2008-01-01T00:00:00.000Z,2011-01-01T00:00:00.000Z
-72.894371113942597,4.884560472848985,4965,65121,6512,1,1070,1,1,2006-10-01T00:00:00.000Z,1/6512,1,Monterrey,4.88456047,-72.89437111,451.5634,,IGAC (Contrato 2932/2008),2008-01-01T00:00:00.000Z,2011-01-01T00:00:00.000Z
-72.885294397072983,4.870445900350267,4966,65123,6512,3,1010,1,1,2006-10-01T00:00:00.000Z,3/6512,1,0,4.8704459,-72.8852944,451.7872,,IGAC (Contrato 2932/2008),2008-01-01T00:00:00.000Z,2011-01-01T00:00:00.000Z
-72.883208058028984,4.855387296782615,4967,65125,6512,5,1010,1,1,2006-10-01T00:00:00.000Z,5/6512,1,0,4.8553873,-72.88320806,456.0234,,IGAC (Contrato 2932/2008),2008-01-01T00:00:00.000Z,2011-01-01T00:00:00.000Z
-72.874224591675755,4.84210857775555,4968,65127,6512,7,987,1,1,2006-10-01T00:00:00.000Z,7/6512,1,0,4.84210858,-72.87422459,499.3323,,IGAC (Contrato 2932/2008),2008-01-01T00:00:00.000Z,2011-01-01T00:00:00.000Z
-72.856543574757936,4.844161874766815,4969,65129,6512,9,985,1,1,2006-10-01T00:00:00.000Z,9/6512,1,0,4.84416188,-72.85654358,576.5951,,IGAC (Contrato 2932/2008),2008-01-01T00:00:00.000Z,2011-01-01T00:00:00.000Z
-72.842107189103018,4.844375141927533,4970,651211,6512,11,998,1,1,2006-10-01T00:00:00.000Z,11/6512,1,0,4.84437514,-72.84210719,441.4978,,IGAC (Contrato 2932/2008),2008-01-01T00:00:00.000Z,2011-01-01T00:00:00.000Z
-72.828590752859228,4.836225319330286,4971,651213,6512,13,996,1,1,2006-10-01T00:00:00.000Z,13/6512,1,0,4.83622532,-72.82859075,349.927,,IGAC (Contrato 2932/2008),2008-01-01T00:00:00.000Z,2011-01-01T00:00:00.000Z
-72.81449554734921,4.828966524667837,4972,651215,6512,15,995,1,1,2006-10-01T00:00:00.000Z,15/6512,1,0,4.82896653,-72.81449555,304.0509,,IGAC (Contrato 2932/2008),2008-01-01T00:00:00.000Z,2011-01-01T00:00:00.000Z
-72.798839616949422,4.819875271980281,4973,651217,6512,17,921,1,1,2006-10-01T00:00:00.000Z,17/6512,1,0,4.81987527,-72.79883962,282.075,,IGAC (Contrato 2932/2008),2008-01-01T00:00:00.000Z,2011-01-01T00:00:00.000Z
-72.783305146860869,4.815661261303824,4974,651219,6512,19,1050,1,1,2006-10-01T00:00:00.000Z,19/6512,1,0,4.81566126,-72.78330515,255.3201,,IGAC (Contrato 2932/2008),2008-01-01T00:00:00.000Z,2011-01-01T00:00:00.000Z
-72.766071227748142,4.818454800056812,4975,651221,6512,21,1000,1,1,2006-10-01T00:00:00.000Z,21/6512,1,0,4.8184548,-72.76607123,252.5048,,IGAC (Contrato 2932/2008),2008-01-01T00:00:00.000Z,2011-01-01T00:00:00.000Z
-75.684727708160608,9.350070202922849,4976,90SC026,90SC02,6,997,2,1,,6          90SC02,1, ,9.3500702,-75.68472771,38.552,,IGAC (Contrato 2932/2008),2008-01-01T00:00:00.000Z,2011-01-01T00:00:00.000Z
-75.683849214203221,9.35791411099366,4977,90SC025,90SC02,5,996,1,1,,5          90SC02,1, ,9.35791411,-75.68384921,23.422,,IGAC (Contrato 2932/2008),2008-01-01T00:00:00.000Z,2011-01-01T00:00:00.000Z
-75.682349280105342,9.366258917435275,4978,90SC024,90SC02,4,1188,2,1,,4          90SC02,1, ,9.36625892,-75.68234928,24.837,,IGAC (Contrato 2932/2008),2008-01-01T00:00:00.000Z,2011-01-01T00:00:00.000Z
-75.680979724792849,9.37632114101228,4979,90SC023,90SC02,3,855,1,1,,3         90SC02,1, ,9.37632114,-75.68097973,13.471,,IGAC (Contrato 2932/2008),2008-01-01T00:00:00.000Z,2011-01-01T00:00:00.000Z
-75.680774141746809,9.38374921429415,4980,90SC022,90SC02,2,976,2,1,,2          90SC02,1, ,9.38374921,-75.68077414,12.543,,IGAC (Contrato 2932/2008),2008-01-01T00:00:00.000Z,2011-01-01T00:00:00.000Z
-75.682328219103496,9.39227712478481,4981,90SC021,90SC02,1,995,1,1,,1         90SC02,1, ,9.39227713,-75.68232822,18.528,,IGAC (Contrato 2932/2008),2008-01-01T00:00:00.000Z,2011-01-01T00:00:00.000Z
-75.682036414858175,9.401061197200939,4982,90SC020,90SC02,0,0,2,1,,0         90SC02,1, ,9.4010612,-75.68203642,2.45,,IGAC (Contrato 2932/2008),2008-01-01T00:00:00.000Z,2011-01-01T00:00:00.000Z
-74.849632574886613,9.868993916886305,4983,270110,2701,10,1000,2,1,2001-11-01T00:00:00.000Z,102701,1,0,9.86899392,-74.84963258,12.6053,,IGAC (Contrato 2932/2008),2008-01-01T00:00:00.000Z,2011-01-01T00:00:00.000Z
-74.805252724917906,10.47068430625017,4984,2701100,2701,100,975,2,1,2002-04-01T00:00:00.000Z,1002701,1,0,10.47068431,-74.80525272,6.805,,IGAC (Contrato 2932/2008),2008-01-01T00:00:00.000Z,2011-01-01T00:00:00.000Z
-74.79900875816017,10.486590549852295,4985,2701102,2701,102,0,2,1,2002-04-01T00:00:00.000Z,1022701,2,0,10.48659055,-74.79900876,5.2401,,IGAC (Contrato 2932/2008),2008-01-01T00:00:00.000Z,2011-01-01T00:00:00.000Z
